AGE,SCHOOL,GAIN,HOURS,RICH
47,9,0,45,1
63,6,0,40,0
21,10,0,65,0
17,9,0,35,0
56,9,0,40,0
90,12,0,20,0
27,10,0,38,0
38,9,0,20,0
33,12,0,50,0
26,9,0,40,0
20,10,0,35,0
42,7,0,40,0
55,9,0,40,0
32,10,0,40,0
66,13,20051,40,1
66,16,3273,40,0
49,10,0,40,0
34,9,0,45,0
38,13,0,50,1
40,9,0,40,0
22,12,0,20,0
46,9,0,40,0
29,9,0,50,0
19,8,0,20,0
71,9,0,40,0
37,13,1151,35,0
52,14,0,32,1
27,14,0,46,0
52,9,0,40,0
31,9,4101,40,0
37,10,0,50,1
28,9,0,40,0
25,4,0,40,0
31,10,0,50,0
29,9,0,40,0
45,9,0,35,0
69,4,0,20,0
50,7,0,40,0
54,16,0,46,1
17,5,0,20,0
34,9,14084,35,1
32,9,0,5,0
23,10,0,40,0
66,13,0,45,1
61,9,0,40,0
55,10,0,40,0
24,9,0,40,0
30,9,1151,30,0
49,11,0,45,1
21,10,0,3,0
56,9,0,50,1
25,9,0,40,0
49,13,0,40,0
58,13,0,40,1
40,13,0,40,0
62,14,0,45,0
54,13,0,25,1
34,11,0,40,0
18,6,0,30,0
28,7,0,40,0
32,9,0,40,0
22,13,0,35,0
34,13,0,48,0
53,13,0,30,1
47,9,0,40,0
19,10,0,40,0
41,10,0,55,1
46,10,5013,40,0
56,4,0,20,0
42,9,0,40,0
25,13,0,35,0
42,9,0,50,0
43,13,14344,40,1
17,7,0,12,0
57,4,0,40,1
40,14,0,50,1
62,9,0,40,0
20,10,0,16,0
47,10,0,50,0
40,10,0,40,0
44,9,0,40,1
48,13,0,55,0
39,11,0,60,1
46,10,0,40,1
72,15,99999,50,1
53,9,0,30,0
47,10,0,40,1
40,9,0,45,0
34,9,0,40,0
41,9,0,40,0
41,9,0,40,0
20,10,0,35,0
42,2,0,60,0
54,13,0,50,0
39,13,0,40,0
37,9,0,40,0
59,16,0,40,0
69,3,1797,40,0
24,13,0,35,0
36,11,3103,40,1
21,10,0,30,0
68,9,0,32,0
20,10,0,40,0
26,11,0,35,0
48,8,0,50,0
39,15,0,50,1
21,12,0,18,0
22,9,0,42,0
34,11,0,40,0
33,10,0,45,1
46,5,0,40,0
47,7,7298,40,1
65,13,0,40,1
23,9,0,40,0
28,10,0,30,0
34,9,0,60,1
20,10,0,40,0
28,7,0,40,0
52,13,0,60,0
40,14,0,38,1
22,13,0,7,0
29,9,0,45,0
31,4,0,60,0
42,14,0,40,1
38,9,0,40,0
22,7,0,70,1
21,10,0,40,0
43,5,0,40,0
43,13,0,50,1
33,10,0,50,0
17,6,0,35,0
54,15,5178,50,1
45,9,0,40,0
55,6,0,45,0
51,9,0,35,1
65,6,0,40,0
21,13,0,45,0
40,9,0,40,0
58,10,0,37,0
53,9,0,58,0
39,14,0,50,1
56,9,0,40,0
37,10,0,50,0
44,13,0,40,0
49,5,0,38,0
36,10,0,50,1
59,13,0,60,0
33,9,0,40,0
36,15,27828,50,1
26,10,0,25,0
22,6,0,25,0
25,14,0,40,0
28,10,0,15,0
41,12,0,38,0
45,11,0,70,0
43,9,0,40,0
30,5,0,40,0
33,9,0,50,0
34,10,0,40,0
21,11,0,30,0
31,13,0,45,1
48,3,0,40,0
22,10,0,20,0
47,10,0,60,0
27,13,0,40,0
18,7,0,25,0
43,14,0,40,1
36,10,0,20,0
37,9,0,40,0
24,11,0,20,0
24,9,0,40,0
38,13,3908,70,0
48,13,0,40,1
75,2,0,16,0
43,13,0,70,1
64,13,0,50,0
67,16,20051,5,1
36,9,0,40,0
53,10,0,40,0
22,10,0,20,0
73,9,0,36,0
46,9,0,40,0
45,9,5013,40,0
43,9,0,40,1
20,9,0,20,0
43,10,0,40,0
21,8,0,48,0
40,9,0,25,0
36,13,0,40,1
64,13,0,45,0
19,10,0,40,0
46,10,5178,38,1
46,14,0,65,1
41,13,0,70,0
29,10,0,8,0
28,10,0,40,0
23,10,0,45,0
30,13,0,60,1
44,13,0,40,0
27,9,0,45,1
25,9,0,34,0
29,6,0,40,0
54,9,0,40,1
27,13,0,65,0
34,9,0,35,0
38,10,0,50,0
24,9,0,40,0
56,14,0,40,1
35,9,0,62,0
23,11,0,30,0
23,10,0,40,0
19,10,0,20,0
42,15,7298,35,1
46,13,15024,45,1
48,9,0,84,0
27,9,0,40,0
22,12,0,15,0
49,10,0,70,1
23,10,0,20,0
24,9,0,40,0
34,9,0,40,0
25,9,0,40,0
33,10,0,50,0
22,12,0,27,0
54,9,0,30,0
39,14,0,40,0
25,13,0,40,0
75,9,0,26,0
28,9,0,30,0
50,13,0,50,0
62,13,0,55,1
40,9,0,40,0
58,13,0,37,0
24,12,0,40,0
21,9,0,30,0
40,13,15024,50,1
45,11,0,42,1
48,9,0,60,0
34,9,0,70,0
23,9,0,40,0
43,14,10520,50,1
42,10,0,40,0
39,13,15024,50,1
52,9,0,60,0
21,10,0,35,0
56,13,0,60,0
48,9,0,40,1
37,9,0,70,1
25,9,0,35,0
40,13,0,40,1
34,7,0,45,0
52,9,0,40,0
41,13,0,42,1
36,9,0,40,0
21,11,0,40,0
28,13,0,40,0
31,13,0,60,1
20,10,0,9,0
68,9,0,40,1
35,9,0,40,0
32,9,0,40,0
64,14,0,50,1
17,6,0,23,0
25,13,0,20,0
74,9,0,25,0
31,11,0,40,0
51,16,7298,40,1
67,9,0,10,0
42,9,3325,40,0
29,9,0,40,0
31,9,0,40,0
21,9,0,37,0
67,6,0,16,0
41,9,0,40,1
27,13,0,36,0
51,8,0,50,0
21,7,0,40,0
28,9,0,46,0
21,10,0,40,0
28,11,0,40,1
29,9,0,35,0
39,9,0,70,0
21,13,0,40,0
43,11,0,40,0
44,9,14344,40,1
28,7,0,50,0
31,5,0,43,1
18,9,0,30,0
27,10,0,45,0
34,10,0,40,0
25,9,0,40,0
34,13,0,40,0
43,9,7688,40,1
40,14,0,50,0
21,9,0,35,0
25,10,0,25,0
21,9,0,40,0
19,10,0,30,0
49,12,0,40,1
20,10,0,20,0
36,7,0,47,0
32,10,0,40,0
23,10,0,32,0
21,10,0,10,0
25,13,0,40,0
26,3,0,40,0
24,13,0,40,0
22,10,0,20,0
26,9,0,40,0
22,5,0,40,0
41,13,0,40,1
18,9,0,40,0
24,13,0,40,0
38,9,0,48,0
36,13,0,17,0
45,14,0,55,0
38,10,0,40,1
38,9,0,50,1
34,9,0,40,0
53,12,0,40,0
32,11,0,40,1
17,7,0,30,0
45,13,7298,40,1
31,9,0,48,0
47,16,0,45,0
27,9,0,50,0
61,10,0,30,0
33,9,0,40,0
67,9,0,40,0
38,13,0,40,0
25,9,0,40,0
33,3,0,40,0
27,9,0,40,0
45,9,0,60,1
24,13,0,40,0
23,11,0,40,0
48,10,0,40,0
61,10,0,40,1
22,9,0,20,0
34,11,0,40,0
32,9,5178,40,1
35,10,0,50,0
36,6,0,40,0
24,9,0,40,0
60,5,0,40,0
28,13,0,43,0
64,9,0,20,0
22,9,0,35,0
27,3,0,65,0
36,10,0,60,0
27,9,0,30,0
52,10,0,40,0
57,9,0,45,0
23,10,0,24,0
29,9,0,40,0
34,9,0,80,0
38,9,0,30,0
50,9,0,84,1
50,7,0,40,0
51,13,0,40,1
17,6,0,40,0
25,7,0,40,0
19,9,0,40,0
43,9,0,40,0
59,10,14084,60,1
39,14,6849,40,0
18,5,0,40,0
27,14,0,40,0
39,11,0,60,0
44,13,0,40,1
19,9,0,35,0
32,9,0,40,0
48,9,0,40,1
46,12,0,50,0
65,7,0,20,0
57,13,0,45,1
48,9,0,32,0
46,4,0,40,0
27,6,0,40,0
29,10,0,40,1
21,9,0,25,0
20,10,0,12,0
51,9,0,40,0
35,10,0,40,0
29,9,0,70,0
30,10,15024,40,1
65,9,0,15,0
20,9,0,35,0
47,10,0,40,0
41,9,2174,40,0
17,5,0,16,0
38,3,0,40,0
38,14,0,40,1
39,9,0,4,0
24,9,0,38,0
52,6,0,41,0
46,10,0,58,1
22,13,0,30,0
56,14,0,50,0
37,7,0,30,0
59,13,0,55,1
19,7,0,55,0
31,5,0,45,0
22,10,0,20,0
48,16,0,60,1
63,13,0,60,0
33,9,7298,45,1
53,9,0,10,0
38,11,0,40,1
39,12,0,24,0
59,15,0,50,0
45,9,0,40,0
39,10,0,45,0
60,9,0,35,0
38,13,0,56,0
31,9,0,40,0
61,13,0,50,1
66,13,0,24,0
26,13,0,20,0
60,15,0,80,1
68,4,0,15,0
32,10,0,60,0
25,13,0,20,0
43,9,0,40,0
26,13,0,44,0
55,14,99999,55,1
66,6,0,11,0
31,9,0,40,0
35,3,0,50,0
58,15,27828,40,1
56,14,0,40,1
22,10,0,16,0
46,13,0,40,1
33,10,0,35,0
26,14,0,30,0
42,13,0,50,0
45,9,0,40,0
43,10,0,6,0
19,7,0,20,0
27,13,0,99,0
51,9,7688,40,1
42,9,0,40,0
43,10,7298,50,1
38,13,0,45,1
44,9,0,40,0
36,9,0,64,1
37,9,0,60,0
29,13,0,50,1
53,9,0,40,0
42,13,0,45,0
80,10,0,20,0
61,7,0,40,0
55,10,5013,52,0
20,10,0,25,0
23,9,0,40,0
48,10,0,40,1
24,13,0,50,0
71,9,0,40,0
49,7,0,6,0
39,9,0,50,0
22,13,0,25,0
67,13,0,40,0
18,9,0,25,0
38,13,0,54,1
38,4,0,45,0
50,9,0,40,0
56,12,0,40,0
23,10,0,20,0
26,10,0,40,0
32,9,0,40,0
44,13,10520,40,1
27,9,0,40,0
40,10,7298,40,1
43,12,0,60,0
31,10,0,35,1
57,10,0,40,1
25,13,0,35,0
22,11,0,36,0
20,11,0,35,0
27,9,3464,40,0
39,10,0,40,0
27,14,0,40,0
41,9,0,40,0
31,13,0,45,0
41,12,0,20,0
25,13,0,40,0
29,12,0,40,1
22,9,0,50,0
62,4,0,91,0
29,9,0,40,0
44,10,0,70,1
32,13,0,2,0
19,9,0,40,0
20,11,0,40,0
65,10,0,40,1
24,9,0,36,0
37,14,0,50,1
43,9,0,40,0
38,13,0,60,1
28,12,0,35,0
33,9,4416,40,0
32,9,0,40,1
38,14,0,45,1
33,10,0,40,0
42,13,0,60,1
27,9,0,40,0
41,9,0,40,0
47,14,0,60,1
55,7,0,45,0
30,10,0,8,0
54,10,0,50,0
40,13,0,40,1
21,9,0,40,0
34,13,0,25,0
30,13,0,40,1
31,10,0,45,0
22,9,0,37,0
37,9,0,40,1
41,5,0,40,0
52,14,0,40,0
57,10,0,40,0
48,10,0,48,0
58,9,0,40,1
35,5,0,50,0
40,9,0,45,0
30,9,0,25,0
26,9,0,40,0
46,9,0,60,0
26,10,0,40,0
50,13,0,40,0
22,9,0,50,1
36,14,0,40,0
30,9,0,52,1
58,12,0,50,1
17,7,0,40,0
72,11,6723,25,0
19,9,0,40,0
29,4,0,40,0
20,9,0,25,0
30,10,0,40,0
47,10,0,45,0
51,10,0,45,1
26,6,0,40,0
24,10,0,42,0
44,14,0,24,0
43,9,0,50,1
35,13,0,50,0
51,9,7298,50,1
41,9,0,40,1
38,10,0,40,0
39,9,3464,20,0
54,6,0,43,0
62,9,0,40,0
45,16,0,60,0
30,9,0,35,0
32,9,0,40,0
23,9,0,40,0
84,11,0,14,0
46,13,0,60,0
67,14,2009,40,0
29,13,0,40,1
33,11,0,55,1
23,10,0,42,0
63,9,0,55,1
55,9,0,40,0
42,15,0,40,0
17,7,0,20,0
60,3,0,40,0
31,8,0,40,0
28,4,0,40,0
31,5,0,48,0
65,13,10605,40,1
31,13,14084,50,1
61,9,0,40,0
43,15,0,50,1
40,10,0,49,0
39,9,0,40,0
37,10,0,27,0
47,10,0,40,0
45,10,0,65,1
30,9,0,60,0
30,15,0,40,0
49,10,14084,44,1
51,9,0,40,1
31,13,0,72,1
48,13,0,25,1
20,10,0,30,0
32,9,3103,40,1
31,10,0,40,0
19,9,0,25,0
50,14,0,35,0
33,9,0,50,0
25,13,0,20,0
49,9,0,40,0
30,10,0,40,0
23,13,0,40,0
44,16,15024,32,1
24,11,0,5,0
28,11,0,45,0
56,9,0,40,0
38,9,0,38,0
20,10,2176,20,0
82,9,0,18,0
52,13,0,60,1
32,10,0,40,0
37,11,0,32,0
36,13,0,40,1
39,13,0,40,1
30,9,3411,40,0
49,9,0,56,0
40,11,0,40,0
42,7,0,45,0
35,13,0,40,0
39,9,0,81,0
32,11,0,40,0
22,7,0,50,0
53,10,0,40,0
25,9,0,40,0
17,6,0,30,0
44,9,0,70,1
52,14,0,40,1
42,9,0,40,0
34,7,0,50,0
27,10,0,40,0
37,9,0,40,0
39,14,7688,38,1
26,9,0,40,0
48,14,0,38,1
57,9,0,28,0
36,11,0,48,0
27,13,0,40,0
17,7,0,15,0
30,3,0,40,0
37,11,0,48,1
31,13,0,40,0
23,12,0,20,0
32,6,0,45,0
58,9,0,40,1
31,9,0,8,0
44,13,0,40,1
39,13,0,40,0
59,9,0,45,1
42,13,0,48,1
45,9,0,35,0
20,9,0,35,0
35,9,0,40,0
50,12,0,40,0
56,9,0,28,0
48,11,0,40,1
58,14,0,15,0
32,11,0,50,0
23,10,0,12,0
48,9,0,40,0
33,9,0,70,0
48,13,0,45,0
55,9,2202,35,0
40,11,0,40,0
50,10,0,40,0
52,6,0,35,0
19,9,0,30,0
55,6,7688,50,1
36,15,0,30,1
39,13,0,40,1
22,10,0,40,0
44,13,7688,50,1
34,9,0,38,0
33,10,0,50,0
55,14,14084,40,1
35,14,0,45,1
50,7,0,40,0
43,10,0,40,0
29,11,0,40,0
56,10,0,40,0
33,13,99999,40,1
24,9,0,50,0
46,11,0,40,0
60,9,15024,15,1
48,14,0,40,0
65,7,0,35,0
29,9,0,40,0
42,9,0,43,0
44,15,0,50,1
73,10,0,6,1
21,10,0,50,0
32,9,0,55,1
43,14,0,35,1
21,9,0,32,0
30,10,0,20,0
54,13,0,48,0
19,10,0,15,0
55,10,0,37,0
20,10,0,28,0
53,13,0,40,0
51,14,0,55,1
33,9,0,40,0
62,10,0,40,0
24,9,0,30,0
17,5,0,40,0
26,10,0,45,0
36,9,0,40,0
32,6,0,35,0
58,16,0,50,1
38,13,0,40,1
72,9,2346,40,0
26,9,0,40,0
45,9,0,38,0
72,11,0,30,0
60,10,15024,40,1
27,9,0,50,0
38,11,0,48,1
37,10,0,44,1
28,10,0,40,0
38,13,0,40,1
29,9,0,60,1
19,9,0,40,0
28,13,0,25,0
70,13,0,7,0
40,9,0,50,1
26,11,0,40,0
43,12,0,60,0
29,10,0,40,1
25,10,0,40,0
29,9,0,40,1
60,2,0,38,0
31,13,0,40,0
51,4,0,40,0
18,10,0,15,0
36,13,0,20,0
35,13,0,40,1
48,13,0,38,1
78,4,0,25,0
72,13,0,17,0
24,10,0,40,0
58,7,0,16,0
36,7,13550,40,1
48,10,0,30,0
28,9,0,40,0
26,14,0,40,0
29,13,0,60,0
47,3,0,40,0
50,13,0,50,1
35,3,0,40,0
17,7,0,20,0
41,10,0,48,1
37,9,0,42,0
35,9,0,40,0
56,4,0,40,0
23,10,0,40,0
33,12,0,32,0
79,9,0,40,1
28,13,0,40,0
55,7,0,20,0
59,14,0,50,0
22,13,0,40,0
19,7,0,19,0
41,3,0,35,0
32,11,0,40,0
67,4,2414,40,0
45,9,0,35,0
61,3,0,45,0
34,13,0,40,0
43,11,0,40,0
38,13,7298,50,1
35,16,0,60,0
65,9,0,20,0
24,13,0,55,1
37,9,0,40,0
34,10,0,50,0
42,9,0,60,1
18,4,0,40,0
43,10,0,15,0
31,10,0,40,1
19,10,0,20,0
40,10,0,50,0
32,13,0,40,0
47,10,0,40,1
32,10,0,40,0
46,16,0,35,0
40,13,0,65,1
36,13,0,35,0
33,11,0,36,0
23,3,0,35,0
21,6,0,40,0
40,9,0,32,0
53,16,0,50,1
20,10,0,15,0
53,10,0,72,0
58,5,0,60,0
51,9,0,55,1
31,9,0,65,0
35,9,0,40,0
23,7,0,40,0
31,10,0,35,0
21,10,0,35,0
39,14,0,55,1
36,15,15024,45,1
51,6,0,40,1
18,7,0,12,0
32,10,0,48,0
56,13,0,32,0
35,12,0,40,0
63,8,0,40,0
61,9,0,50,1
23,10,0,40,0
52,14,0,50,1
19,9,0,50,0
33,14,0,50,1
35,13,0,50,0
35,9,0,60,1
38,15,0,40,0
23,13,0,60,0
22,11,0,60,0
20,9,0,40,0
19,9,0,40,0
47,9,0,40,1
59,7,0,40,0
38,9,0,40,0
36,9,0,50,0
27,3,0,40,0
24,11,0,40,0
35,9,0,35,0
22,10,0,39,0
37,9,0,52,0
36,9,7298,40,1
28,9,0,25,0
55,9,0,50,0
29,3,0,40,0
32,13,0,44,0
66,10,0,35,0
47,10,0,45,0
23,13,0,40,0
50,14,0,45,0
40,9,0,84,0
51,9,0,40,0
34,9,0,45,0
28,13,0,40,0
52,16,0,70,1
39,9,3103,60,1
43,13,0,40,1
36,13,0,35,1
25,13,0,15,0
42,10,0,38,0
35,10,0,40,0
43,14,7688,53,1
34,9,0,40,0
50,13,0,38,1
30,10,0,60,0
44,14,0,44,1
52,11,0,40,0
35,12,0,60,0
36,11,0,40,1
30,13,0,52,0
36,13,15024,45,1
39,13,0,40,0
25,2,0,96,0
26,13,0,40,0
20,9,0,20,0
20,10,0,40,0
70,3,0,20,0
26,9,0,50,0
24,10,0,35,0
48,13,0,40,1
62,9,0,99,0
48,9,0,40,0
52,13,0,40,1
25,13,0,44,0
58,3,0,40,0
40,13,0,45,0
29,10,0,40,0
45,4,0,52,0
19,10,0,20,0
37,7,0,40,0
23,7,0,40,0
31,9,0,60,0
64,4,0,20,0
28,10,0,16,0
32,9,0,40,0
49,10,0,44,0
35,10,0,40,1
19,10,0,35,0
45,16,0,45,1
39,8,15024,70,1
55,10,0,45,0
46,13,0,60,1
19,10,0,16,0
29,9,0,40,0
25,9,0,35,0
37,13,0,40,0
30,9,0,40,0
28,9,0,40,0
36,10,6497,56,0
32,10,0,35,0
34,7,0,40,0
34,9,0,36,0
20,10,0,40,0
27,14,0,40,0
36,9,0,40,0
35,10,0,40,0
37,9,0,35,0
32,9,0,50,0
32,14,0,20,0
52,9,0,48,0
50,10,0,40,1
23,9,0,30,0
25,9,0,45,0
21,1,0,50,0
31,9,0,32,0
31,10,0,30,0
41,11,0,40,0
47,10,0,60,0
20,10,0,10,0
20,10,0,45,0
29,6,0,25,0
51,10,0,40,0
30,13,0,33,1
23,10,0,12,0
48,13,0,35,1
39,9,14344,40,1
62,13,0,35,0
22,13,0,30,0
46,13,7688,40,1
51,14,0,35,1
20,9,0,32,0
40,12,15024,50,1
31,13,0,40,0
30,10,0,40,0
52,9,0,38,0
20,9,0,40,0
37,11,0,40,1
65,13,0,40,0
40,13,4650,40,0
60,13,7298,48,1
27,9,0,35,0
62,13,0,60,1
53,9,0,35,0
38,13,0,50,1
49,11,0,40,0
21,9,0,40,0
18,10,0,40,0
25,13,0,40,0
36,7,0,40,0
52,9,0,55,1
19,10,0,14,0
23,13,0,40,0
63,13,0,15,0
63,11,0,45,0
62,13,99999,40,1
51,12,3103,30,1
76,10,0,30,0
50,9,5013,45,0
45,9,0,50,1
44,10,0,45,1
51,4,0,40,0
42,13,4650,35,0
43,14,0,40,1
53,7,0,40,0
29,11,0,40,0
41,10,0,40,0
44,9,0,40,0
35,6,0,40,0
27,9,0,40,0
35,10,0,50,0
60,11,0,30,0
49,10,14344,45,1
33,13,0,45,0
35,13,0,40,1
31,10,0,38,0
54,9,7298,60,1
57,16,0,35,0
30,5,0,45,0
45,6,0,40,0
41,10,7298,42,1
25,13,0,18,0
51,10,0,40,1
42,3,0,40,0
28,11,0,45,0
47,6,0,20,0
53,13,0,40,0
31,13,13550,50,1
46,7,7688,40,1
25,9,0,40,0
47,9,0,40,0
26,13,0,50,0
30,9,0,40,0
48,9,0,40,0
22,10,0,40,0
32,10,0,30,0
33,16,0,45,1
31,9,0,40,0
43,10,0,20,1
26,11,0,40,0
34,9,0,40,0
50,13,0,40,1
30,9,0,40,0
17,7,0,20,0
35,14,0,40,0
29,10,0,40,0
27,12,4064,40,0
32,13,0,40,0
34,13,0,40,1
32,9,0,40,0
47,10,0,40,0
40,10,0,40,0
26,11,0,40,0
30,9,0,40,0
54,9,0,40,0
53,13,0,55,1
38,13,0,40,1
43,4,0,40,0
25,10,0,20,0
39,9,0,40,0
57,9,0,25,1
47,9,0,34,0
45,9,0,35,0
24,13,0,40,0
32,6,0,40,0
25,10,0,35,0
57,3,0,40,0
28,13,0,24,1
28,9,0,51,0
27,13,0,55,0
28,13,0,20,0
74,2,0,40,0
44,9,0,42,0
27,9,0,45,0
61,13,0,40,0
25,7,0,99,0
28,5,0,24,0
20,10,0,40,0
33,11,0,40,0
38,9,0,40,0
31,9,0,25,0
40,14,0,45,1
43,10,0,55,1
38,14,0,60,1
19,10,0,30,0
56,12,0,50,0
38,14,0,45,1
30,13,0,4,0
22,9,4508,40,0
18,9,0,25,0
68,10,0,20,0
35,11,0,50,0
42,4,0,48,0
32,6,0,40,0
43,10,0,40,1
30,6,0,40,0
62,10,2829,24,0
38,11,0,40,0
27,9,0,40,0
28,16,0,60,1
26,11,0,40,0
21,10,0,20,0
19,9,0,40,0
20,10,0,30,0
25,13,0,40,0
28,10,0,50,0
36,11,0,42,1
23,13,0,40,0
24,13,0,50,0
23,9,0,40,0
24,13,0,20,0
25,9,0,8,0
24,9,0,40,0
30,9,0,62,0
26,13,0,45,0
62,14,0,50,0
36,10,0,33,0
45,9,0,40,0
31,12,0,45,0
34,9,0,48,0
65,13,0,44,1
42,11,0,40,0
27,15,0,70,0
40,10,0,40,0
53,10,0,40,1
54,9,0,50,1
30,13,0,35,0
59,9,0,45,1
42,9,0,55,0
23,9,0,40,0
28,13,0,15,0
20,9,0,40,0
22,10,0,20,0
73,13,0,30,0
47,10,0,40,1
44,10,0,40,0
40,8,0,40,0
37,11,0,37,1
39,9,0,50,0
49,10,7688,40,1
44,10,0,45,0
27,5,0,37,0
50,9,0,40,0
39,13,0,40,1
41,9,0,40,0
55,13,0,40,1
53,2,0,35,0
53,14,0,50,0
31,14,0,70,1
21,9,0,40,0
30,9,0,40,0
74,9,0,10,0
53,14,0,60,1
47,10,0,47,0
60,13,0,40,1
59,5,0,40,0
37,13,0,48,1
47,13,0,40,0
49,5,0,40,0
73,10,0,11,0
58,9,0,20,0
18,7,0,15,0
35,10,0,40,0
24,10,0,50,0
62,9,0,38,0
58,9,0,40,0
51,10,15024,40,1
21,9,0,40,0
30,13,0,40,0
27,11,0,36,0
25,13,5178,40,1
31,9,0,45,0
31,9,0,34,0
44,10,5178,50,1
52,16,99999,65,1
30,12,0,40,0
29,9,0,40,0
36,7,0,40,0
54,13,0,50,0
59,10,0,40,1
55,10,0,45,0
70,11,0,30,0
22,12,0,20,0
42,9,0,40,0
36,12,0,40,0
32,13,0,40,1
44,4,0,40,0
22,9,0,45,0
25,7,0,40,0
31,9,0,50,0
33,9,0,40,0
54,12,0,50,1
42,9,0,48,0
49,9,0,44,0
30,9,0,44,0
54,9,0,45,0
39,10,0,40,0
24,10,0,40,0
21,9,0,44,0
23,5,0,30,0
54,9,0,42,0
23,14,0,20,0
39,9,0,40,0
23,10,0,25,0
67,9,0,8,0
19,7,0,40,0
41,10,0,40,1
32,7,0,40,0
57,9,0,40,0
18,9,0,30,0
60,16,7688,60,1
21,10,0,40,0
53,10,0,22,0
38,13,7688,55,1
21,10,0,40,0
53,16,0,55,1
24,9,0,40,0
36,12,0,40,0
29,14,0,60,0
23,10,0,40,0
44,10,0,50,0
32,14,0,48,0
25,13,0,50,0
41,9,0,27,0
18,9,0,30,0
57,10,0,45,0
62,13,10520,50,1
29,13,0,40,0
19,9,0,40,0
35,15,0,65,1
52,13,0,50,1
28,6,0,40,0
38,9,0,40,0
42,10,0,40,0
41,13,0,40,0
23,13,0,38,0
31,14,0,76,1
31,3,0,45,0
46,14,0,40,1
18,7,0,20,0
57,14,0,38,1
25,11,0,38,0
32,14,0,40,1
27,5,0,40,0
46,13,7688,45,1
17,6,0,17,0
43,9,0,40,0
56,13,0,40,1
19,9,0,40,0
20,9,0,40,0
42,10,0,45,0
90,9,0,99,0
25,7,0,35,0
27,9,0,40,0
48,9,0,44,0
48,10,0,40,0
27,9,0,48,0
46,13,0,38,0
32,3,0,40,0
22,11,0,40,0
24,13,0,40,1
31,9,0,65,0
20,10,0,18,0
28,15,2176,40,0
40,9,0,60,1
39,9,0,40,1
54,9,0,40,0
59,10,0,42,0
17,7,0,18,0
25,10,0,80,0
49,9,0,40,1
55,9,34095,60,0
39,9,0,40,0
67,10,0,16,0
28,9,0,40,0
35,5,0,40,0
44,9,0,48,1
51,14,0,47,1
55,13,0,40,0
45,9,0,78,1
32,9,0,48,0
45,10,0,40,0
45,14,15024,60,1
35,13,0,40,1
55,9,0,44,0
59,10,0,40,1
22,9,0,55,0
46,14,0,35,0
23,9,0,40,0
47,13,0,45,1
34,9,0,30,0
51,7,0,40,0
40,11,0,50,0
24,10,0,12,0
20,10,0,72,0
44,10,1831,50,0
26,9,0,40,0
35,9,0,38,0
23,10,0,40,0
40,9,0,50,0
49,9,0,40,0
32,9,0,45,0
28,11,0,40,0
51,14,15024,60,1
62,11,0,50,1
31,10,0,40,0
47,12,0,40,1
36,11,0,3,0
44,9,0,40,0
18,9,0,20,0
46,13,0,40,1
32,9,0,40,0
51,12,0,30,0
48,13,0,45,1
28,13,0,40,0
57,10,0,60,1
33,11,0,40,0
42,9,0,15,0
17,6,0,40,0
63,5,0,40,0
31,13,0,55,1
34,14,4650,30,0
35,10,0,40,0
20,9,0,40,0
36,9,0,40,0
24,10,0,24,0
33,10,0,50,1
36,10,0,40,0
31,13,0,40,0
29,12,3418,40,0
47,13,0,60,1
30,16,5178,75,1
34,9,0,50,0
23,9,0,40,0
33,11,0,40,0
59,6,0,40,0
67,13,0,40,0
26,9,0,40,0
27,9,2885,40,0
20,9,0,36,0
24,13,0,39,0
44,11,0,40,0
31,9,0,40,1
28,15,0,60,0
19,9,0,20,0
31,13,0,40,1
20,9,0,40,0
64,9,0,15,0
47,9,0,40,1
36,10,0,35,0
48,9,0,44,1
19,10,0,40,0
22,9,0,35,0
56,5,0,40,0
22,10,0,50,0
37,13,0,99,1
57,13,0,35,0
38,12,0,50,1
34,9,0,40,0
22,7,0,40,0
38,10,0,40,0
30,10,0,40,1
32,13,0,45,1
29,8,0,40,0
56,9,0,40,0
42,11,7298,35,1
66,6,2050,40,0
71,9,0,33,0
20,7,0,40,0
25,9,0,36,0
42,9,0,40,1
20,9,0,40,0
61,10,0,50,1
24,13,0,40,0
51,5,0,40,0
27,9,0,40,0
41,10,0,40,1
31,9,0,40,0
39,9,0,16,0
36,9,0,40,0
51,15,0,40,0
52,9,0,40,0
49,13,0,40,1
43,10,0,40,0
45,13,0,60,1
49,9,0,40,0
19,9,0,40,0
44,9,0,40,0
67,9,0,40,0
58,15,0,45,1
36,13,7688,40,1
67,9,15831,16,1
61,16,0,40,1
55,4,0,40,0
23,12,0,16,0
35,9,0,40,0
35,6,0,38,0
20,10,0,10,0
51,9,0,40,0
23,13,0,40,0
39,9,0,24,0
36,10,0,40,0
47,9,0,45,1
27,13,0,80,1
29,9,0,40,0
21,10,0,40,0
18,10,0,20,0
24,10,0,20,0
39,9,0,40,1
51,10,0,40,0
47,13,15024,40,1
62,10,0,30,0
49,13,0,40,1
20,7,0,40,0
24,10,0,40,0
25,9,0,40,0
54,13,0,40,0
25,9,0,40,0
20,9,0,45,0
43,10,0,55,1
26,13,0,38,0
24,9,0,40,0
18,7,0,20,0
45,10,0,40,1
45,9,0,25,0
26,13,0,40,0
47,10,0,40,0
54,9,0,40,0
21,9,0,40,0
29,9,0,99,0
68,10,0,15,0
21,10,0,48,0
28,10,0,30,0
46,9,0,40,1
35,9,0,48,0
